source,target,value,kasus,sumber_data
2,28,1.0413926851582251,gojek,web_petisi
2,29,1.0413926851582251,gojek,web_petisi
5,20,0.3010299956639812,gojek,web_petisi
2,77,1,gojek,web_petisi
4,30,0.3010299956639812,gojek,web_petisi
31,124,1,gojek,web_petisi
0,12,0.6020599913279624,gojek,web_petisi
4,32,0.9542425094393249,gojek,web_petisi
0,33,0.9542425094393249,gojek,web_petisi
14,34,0.9542425094393249,gojek,web_petisi
35,144,0.9542425094393249,gojek,web_petisi
0,36,0.9542425094393249,gojek,web_petisi
2,160,0.9030899869919435,gojek,web_petisi
2,119,0.9030899869919435,gojek,web_petisi
37,283,0.9030899869919435,gojek,web_petisi
0,28,0.9030899869919435,gojek,web_petisi
30,38,0.9030899869919435,gojek,web_petisi
2,16,0.9030899869919435,gojek,web_petisi
39,43,0.9030899869919435,gojek,web_petisi
0,34,0.9030899869919435,gojek,web_petisi
35,281,0.9030899869919435,gojek,web_petisi
40,234,0.9030899869919435,gojek,web_petisi
2,41,0.9030899869919435,gojek,web_petisi
42,99,0.9030899869919435,gojek,web_petisi
43,81,0.8450980400142568,gojek,web_petisi
43,93,0.8450980400142568,gojek,web_petisi
8,65,0.8450980400142568,gojek,web_petisi
2,21,0.8450980400142568,gojek,web_petisi
44,110,0.8450980400142568,gojek,web_petisi
5,45,0.8450980400142568,gojek,web_petisi
45,284,0.8450980400142568,gojek,web_petisi
21,99,0.47712125471966244,gojek,web_petisi
21,136,0.8450980400142568,gojek,web_petisi
21,141,0.8450980400142568,gojek,web_petisi
2,33,0.8450980400142568,gojek,web_petisi
30,44,0.8450980400142568,gojek,web_petisi
2,46,0.8450980400142568,gojek,web_petisi
35,192,0.8450980400142568,gojek,web_petisi
0,41,0.8450980400142568,gojek,web_petisi
19,47,0.8450980400142568,gojek,web_petisi
0,253,0.8450980400142568,gojek,web_petisi
9,43,0.7781512503836436,gojek,web_petisi
48,205,0.7781512503836436,gojek,web_petisi
49,285,0.7781512503836436,gojek,web_petisi
6,50,0.7781512503836436,gojek,web_petisi
2,72,0.7781512503836436,gojek,web_petisi
51,55,0.7781512503836436,gojek,web_petisi
52,286,0.7781512503836436,gojek,web_petisi
53,71,0.6020599913279624,gojek,web_petisi
21,94,0.7781512503836436,gojek,web_petisi
7,30,0.7781512503836436,gojek,web_petisi
21,30,0.7781512503836436,gojek,web_petisi
0,46,0.7781512503836436,gojek,web_petisi
3,4,0.7781512503836436,gojek,web_petisi
35,54,0.7781512503836436,gojek,web_petisi
6,55,0.6989700043360189,gojek,web_petisi
56,110,0.7781512503836436,gojek,web_petisi
5,198,0.7781512503836436,gojek,web_petisi
5,77,0.7781512503836436,gojek,web_petisi
3,11,0.7781512503836436,gojek,web_petisi
0,6,0.7781512503836436,gojek,web_petisi
57,240,0.6989700043360189,gojek,web_petisi
1,43,0.6989700043360189,gojek,web_petisi
13,121,0.6989700043360189,gojek,web_petisi
30,58,0.6989700043360189,gojek,web_petisi
26,247,0.6989700043360189,gojek,web_petisi
2,76,0.6989700043360189,gojek,web_petisi
27,98,0.6989700043360189,gojek,web_petisi
51,272,0.6989700043360189,gojek,web_petisi
3,28,0.6989700043360189,gojek,web_petisi
2,59,0.6989700043360189,gojek,web_petisi
8,45,0.6989700043360189,gojek,web_petisi
21,110,0.3010299956639812,gojek,web_petisi
21,255,0.6989700043360189,gojek,web_petisi
23,30,0.6989700043360189,gojek,web_petisi
30,46,0.6989700043360189,gojek,web_petisi
30,255,0.6989700043360189,gojek,web_petisi
10,60,0.6989700043360189,gojek,web_petisi
61,120,0.6989700043360189,gojek,web_petisi
61,92,0.6989700043360189,gojek,web_petisi
30,62,0.6989700043360189,gojek,web_petisi
12,251,0.6989700043360189,gojek,web_petisi
5,287,0.6989700043360189,gojek,web_petisi
5,12,0.6989700043360189,gojek,web_petisi
5,92,0.6989700043360189,gojek,web_petisi
5,277,0.6989700043360189,gojek,web_petisi
2,34,0.6989700043360189,gojek,web_petisi
0,202,0.6989700043360189,gojek,web_petisi
4,42,0.6989700043360189,gojek,web_petisi
64,288,0.6020599913279624,gojek,web_petisi
64,289,0.6020599913279624,gojek,web_petisi
43,101,0.6020599913279624,gojek,web_petisi
17,43,0.6020599913279624,gojek,web_petisi
1,3,0.3010299956639812,gojek,web_petisi
5,65,0.6020599913279624,gojek,web_petisi
13,224,0.6020599913279624,gojek,web_petisi
0,66,0.6020599913279624,gojek,web_petisi
0,25,0.6020599913279624,gojek,web_petisi
50,181,0.6020599913279624,gojek,web_petisi
50,55,0.6020599913279624,gojek,web_petisi
26,243,0.6020599913279624,gojek,web_petisi
0,26,0.6020599913279624,gojek,web_petisi
67,181,0.6020599913279624,gojek,web_petisi
2,6,0.6020599913279624,gojek,web_petisi
2,290,0.6020599913279624,gojek,web_petisi
2,69,0.6020599913279624,gojek,web_petisi
2,12,0.3010299956639812,gojek,web_petisi
2,5,0.3010299956639812,gojek,web_petisi
2,251,0.6020599913279624,gojek,web_petisi
2,141,0.3010299956639812,gojek,web_petisi
27,30,0.6020599913279624,gojek,web_petisi
27,42,0.6020599913279624,gojek,web_petisi
68,199,0.6020599913279624,gojek,web_petisi
2,14,0.6020599913279624,gojek,web_petisi
64,70,0.6020599913279624,gojek,web_petisi
15,281,0.6020599913279624,gojek,web_petisi
0,72,0.6020599913279624,gojek,web_petisi
4,73,0.6020599913279624,gojek,web_petisi
41,73,0.6020599913279624,gojek,web_petisi
74,291,0.6020599913279624,gojek,web_petisi
0,30,0.6020599913279624,gojek,web_petisi
0,75,0.6020599913279624,gojek,web_petisi
1,46,0.6020599913279624,gojek,web_petisi
4,24,0.6020599913279624,gojek,web_petisi
30,76,0.6020599913279624,gojek,web_petisi
77,292,0.6020599913279624,gojek,web_petisi
16,25,0.6020599913279624,gojek,web_petisi
78,240,0.6020599913279624,gojek,web_petisi
79,284,0.6020599913279624,gojek,web_petisi
0,80,0.6020599913279624,gojek,web_petisi
81,293,0.6020599913279624,gojek,web_petisi
11,82,0.6020599913279624,gojek,web_petisi
5,43,0.3010299956639812,gojek,web_petisi
5,176,0.6020599913279624,gojek,web_petisi
5,69,0.6020599913279624,gojek,web_petisi
5,55,0.6020599913279624,gojek,web_petisi
2,84,0.6020599913279624,gojek,web_petisi
1,34,0.6020599913279624,gojek,web_petisi
85,205,0.6020599913279624,gojek,web_petisi
0,86,0.6020599913279624,gojek,web_petisi
87,88,0.6020599913279624,gojek,web_petisi
44,88,0.6020599913279624,gojek,web_petisi
89,294,0.6020599913279624,gojek,web_petisi
89,295,0.6020599913279624,gojek,web_petisi
89,121,0.6020599913279624,gojek,web_petisi
90,123,0.6020599913279624,gojek,web_petisi
38,91,0.6020599913279624,gojek,web_petisi
0,92,0.6020599913279624,gojek,web_petisi
18,93,0.6020599913279624,gojek,web_petisi
25,94,0.6020599913279624,gojek,web_petisi
9,296,0.6020599913279624,gojek,web_petisi
9,198,0.6020599913279624,gojek,web_petisi
95,247,0.6020599913279624,gojek,web_petisi
28,41,0.6020599913279624,gojek,web_petisi
1,41,0.6020599913279624,gojek,web_petisi
96,297,0.6020599913279624,gojek,web_petisi
15,47,0.6020599913279624,gojek,web_petisi
5,97,0.3010299956639812,gojek,web_petisi
0,43,0.6020599913279624,gojek,web_petisi
0,91,0.6020599913279624,gojek,web_petisi
42,44,0.6020599913279624,gojek,web_petisi
6,181,0.47712125471966244,gojek,web_petisi
64,266,0.47712125471966244,gojek,web_petisi
20,43,0.47712125471966244,gojek,web_petisi
3,6,0.47712125471966244,gojek,web_petisi
98,298,0.47712125471966244,gojek,web_petisi
13,107,0.47712125471966244,gojek,web_petisi
13,76,0.47712125471966244,gojek,web_petisi
13,128,0.47712125471966244,gojek,web_petisi
45,100,0.47712125471966244,gojek,web_petisi
0,23,0.47712125471966244,gojek,web_petisi
101,299,0.47712125471966244,gojek,web_petisi
25,45,0.47712125471966244,gojek,web_petisi
25,36,0.47712125471966244,gojek,web_petisi
12,50,0.47712125471966244,gojek,web_petisi
3,102,0.47712125471966244,gojek,web_petisi
103,227,0.47712125471966244,gojek,web_petisi
2,104,0.47712125471966244,gojek,web_petisi
2,158,0.47712125471966244,gojek,web_petisi
2,50,0.47712125471966244,gojek,web_petisi
2,300,0.47712125471966244,gojek,web_petisi
2,105,0.47712125471966244,gojek,web_petisi
2,30,0.47712125471966244,gojek,web_petisi
2,301,0.47712125471966244,gojek,web_petisi
2,265,0.47712125471966244,gojek,web_petisi
0,2,0.3010299956639812,gojek,web_petisi
2,302,0.47712125471966244,gojek,web_petisi
105,303,0.47712125471966244,gojek,web_petisi
2,106,0.47712125471966244,gojek,web_petisi
7,27,0.47712125471966244,gojek,web_petisi
27,121,0.3010299956639812,gojek,web_petisi
30,107,0.47712125471966244,gojek,web_petisi
15,192,0.47712125471966244,gojek,web_petisi
30,72,0.47712125471966244,gojek,web_petisi
12,45,0.47712125471966244,gojek,web_petisi
6,53,0.47712125471966244,gojek,web_petisi
88,108,0.47712125471966244,gojek,web_petisi
23,73,0.47712125471966244,gojek,web_petisi
27,73,0.3010299956639812,gojek,web_petisi
109,304,0.47712125471966244,gojek,web_petisi
110,159,0.47712125471966244,gojek,web_petisi
2,111,0.3010299956639812,gojek,web_petisi
30,123,0.47712125471966244,gojek,web_petisi
30,136,0.47712125471966244,gojek,web_petisi
30,41,0.47712125471966244,gojek,web_petisi
30,112,0.47712125471966244,gojek,web_petisi
38,113,0.47712125471966244,gojek,web_petisi
4,22,0.47712125471966244,gojek,web_petisi
4,33,0.47712125471966244,gojek,web_petisi
27,114,0.47712125471966244,gojek,web_petisi
31,115,0.47712125471966244,gojek,web_petisi
16,41,0.47712125471966244,gojek,web_petisi
116,196,0.47712125471966244,gojek,web_petisi
117,153,0.47712125471966244,gojek,web_petisi
57,78,0.47712125471966244,gojek,web_petisi
118,125,0.47712125471966244,gojek,web_petisi
62,88,0.47712125471966244,gojek,web_petisi
55,119,0.47712125471966244,gojek,web_petisi
12,55,0.47712125471966244,gojek,web_petisi
120,305,0.47712125471966244,gojek,web_petisi
18,81,0.47712125471966244,gojek,web_petisi
12,43,0.47712125471966244,gojek,web_petisi
12,119,0.47712125471966244,gojek,web_petisi
12,257,0.47712125471966244,gojek,web_petisi
1,198,0.47712125471966244,gojek,web_petisi
5,160,0.47712125471966244,gojek,web_petisi
5,58,0.47712125471966244,gojek,web_petisi
5,111,0.47712125471966244,gojek,web_petisi
5,30,0.47712125471966244,gojek,web_petisi
5,123,0.47712125471966244,gojek,web_petisi
5,251,0.47712125471966244,gojek,web_petisi
5,306,0.47712125471966244,gojek,web_petisi
5,42,0.47712125471966244,gojek,web_petisi
23,121,0.47712125471966244,gojek,web_petisi
4,121,0.47712125471966244,gojek,web_petisi
121,307,0.47712125471966244,gojek,web_petisi
2,39,0.47712125471966244,gojek,web_petisi
39,45,0.47712125471966244,gojek,web_petisi
39,79,0.47712125471966244,gojek,web_petisi
14,122,0.47712125471966244,gojek,web_petisi
123,172,0.47712125471966244,gojek,web_petisi
75,123,0.47712125471966244,gojek,web_petisi
123,263,0.47712125471966244,gojek,web_petisi
30,124,0.47712125471966244,gojek,web_petisi
3,34,0.47712125471966244,gojek,web_petisi
34,52,0.47712125471966244,gojek,web_petisi
4,125,0.47712125471966244,gojek,web_petisi
14,126,0.47712125471966244,gojek,web_petisi
127,200,0.47712125471966244,gojek,web_petisi
30,128,0.47712125471966244,gojek,web_petisi
129,234,0.47712125471966244,gojek,web_petisi
130,277,0.47712125471966244,gojek,web_petisi
89,308,0.47712125471966244,gojek,web_petisi
89,309,0.47712125471966244,gojek,web_petisi
89,310,0.47712125471966244,gojek,web_petisi
131,311,0.47712125471966244,gojek,web_petisi
132,312,0.47712125471966244,gojek,web_petisi
2,133,0.47712125471966244,gojek,web_petisi
2,90,0.47712125471966244,gojek,web_petisi
29,247,0.47712125471966244,gojek,web_petisi
134,313,0.47712125471966244,gojek,web_petisi
135,314,0.47712125471966244,gojek,web_petisi
25,136,0.47712125471966244,gojek,web_petisi
137,273,0.47712125471966244,gojek,web_petisi
30,138,0.47712125471966244,gojek,web_petisi
81,93,0.47712125471966244,gojek,web_petisi
95,139,0.47712125471966244,gojek,web_petisi
91,140,0.47712125471966244,gojek,web_petisi
140,272,0.47712125471966244,gojek,web_petisi
110,141,0.47712125471966244,gojek,web_petisi
110,142,0.47712125471966244,gojek,web_petisi
143,213,0.47712125471966244,gojek,web_petisi
0,144,0.47712125471966244,gojek,web_petisi
41,59,0.47712125471966244,gojek,web_petisi
145,315,0.47712125471966244,gojek,web_petisi
5,146,0.47712125471966244,gojek,web_petisi
0,316,0.47712125471966244,gojek,web_petisi
0,13,0.3010299956639812,gojek,web_petisi
0,181,0.3010299956639812,gojek,web_petisi
0,119,0.47712125471966244,gojek,web_petisi
0,55,0.47712125471966244,gojek,web_petisi
1,147,0.47712125471966244,gojek,web_petisi
42,136,0.47712125471966244,gojek,web_petisi
148,317,0.3010299956639812,gojek,web_petisi
43,149,0.3010299956639812,gojek,web_petisi
150,308,0.3010299956639812,gojek,web_petisi
6,318,0.3010299956639812,gojek,web_petisi
6,51,0.3010299956639812,gojek,web_petisi
64,319,0.3010299956639812,gojek,web_petisi
43,320,0.3010299956639812,gojek,web_petisi
2,43,0.3010299956639812,gojek,web_petisi
43,321,0.3010299956639812,gojek,web_petisi
43,52,0.3010299956639812,gojek,web_petisi
43,194,0.3010299956639812,gojek,web_petisi
43,121,0.3010299956639812,gojek,web_petisi
43,322,0.3010299956639812,gojek,web_petisi
43,147,0.3010299956639812,gojek,web_petisi
18,43,0.3010299956639812,gojek,web_petisi
3,43,0.3010299956639812,gojek,web_petisi
3,323,0.3010299956639812,gojek,web_petisi
2,65,0.3010299956639812,gojek,web_petisi
151,324,0.3010299956639812,gojek,web_petisi
117,151,0.3010299956639812,gojek,web_petisi
30,152,0.3010299956639812,gojek,web_petisi
151,153,0.3010299956639812,gojek,web_petisi
123,153,0.3010299956639812,gojek,web_petisi
99,135,0.3010299956639812,gojek,web_petisi
6,13,0.3010299956639812,gojek,web_petisi
3,13,0.3010299956639812,gojek,web_petisi
13,20,0.3010299956639812,gojek,web_petisi
13,325,0.3010299956639812,gojek,web_petisi
13,326,0.3010299956639812,gojek,web_petisi
13,327,0.3010299956639812,gojek,web_petisi
13,119,0.3010299956639812,gojek,web_petisi
13,42,0.3010299956639812,gojek,web_petisi
0,7,0.3010299956639812,gojek,web_petisi
4,154,0.3010299956639812,gojek,web_petisi
155,328,0.3010299956639812,gojek,web_petisi
48,329,0.3010299956639812,gojek,web_petisi
43,156,0.3010299956639812,gojek,web_petisi
157,186,0.3010299956639812,gojek,web_petisi
8,330,0.3010299956639812,gojek,web_petisi
8,144,0.3010299956639812,gojek,web_petisi
30,158,0.3010299956639812,gojek,web_petisi
23,53,0.3010299956639812,gojek,web_petisi
159,331,0.3010299956639812,gojek,web_petisi
144,159,0.3010299956639812,gojek,web_petisi
160,332,0.3010299956639812,gojek,web_petisi
2,161,0.3010299956639812,gojek,web_petisi
162,297,0.3010299956639812,gojek,web_petisi
163,266,0.3010299956639812,gojek,web_petisi
88,164,0.3010299956639812,gojek,web_petisi
66,144,0.3010299956639812,gojek,web_petisi
165,333,0.3010299956639812,gojek,web_petisi
166,300,0.3010299956639812,gojek,web_petisi
25,50,0.3010299956639812,gojek,web_petisi
25,334,0.3010299956639812,gojek,web_petisi
25,33,0.3010299956639812,gojek,web_petisi
1,25,0.3010299956639812,gojek,web_petisi
25,246,0.3010299956639812,gojek,web_petisi
167,335,0.3010299956639812,gojek,web_petisi
168,336,0.3010299956639812,gojek,web_petisi
169,197,0.3010299956639812,gojek,web_petisi
169,205,0.3010299956639812,gojek,web_petisi
169,337,0.3010299956639812,gojek,web_petisi
120,169,0.3010299956639812,gojek,web_petisi
169,236,0.3010299956639812,gojek,web_petisi
89,169,0.3010299956639812,gojek,web_petisi
92,169,0.3010299956639812,gojek,web_petisi
50,251,0.3010299956639812,gojek,web_petisi
119,170,0.3010299956639812,gojek,web_petisi
171,338,0.3010299956639812,gojek,web_petisi
172,339,0.3010299956639812,gojek,web_petisi
136,172,0.3010299956639812,gojek,web_petisi
172,274,0.3010299956639812,gojek,web_petisi
9,173,0.3010299956639812,gojek,web_petisi
138,174,0.3010299956639812,gojek,web_petisi
175,340,0.3010299956639812,gojek,web_petisi
92,176,0.3010299956639812,gojek,web_petisi
177,246,0.3010299956639812,gojek,web_petisi
43,178,0.3010299956639812,gojek,web_petisi
30,178,0.3010299956639812,gojek,web_petisi
179,341,0.3010299956639812,gojek,web_petisi
20,342,0.3010299956639812,gojek,web_petisi
20,233,0.3010299956639812,gojek,web_petisi
180,257,0.3010299956639812,gojek,web_petisi
26,44,0.3010299956639812,gojek,web_petisi
26,33,0.3010299956639812,gojek,web_petisi
1,26,0.3010299956639812,gojek,web_petisi
26,343,0.3010299956639812,gojek,web_petisi
43,182,0.3010299956639812,gojek,web_petisi
2,58,0.3010299956639812,gojek,web_petisi
2,344,0.3010299956639812,gojek,web_petisi
2,181,0.3010299956639812,gojek,web_petisi
2,345,0.3010299956639812,gojek,web_petisi
2,346,0.3010299956639812,gojek,web_petisi
2,51,0.3010299956639812,gojek,web_petisi
2,52,0.3010299956639812,gojek,web_petisi
2,70,0.3010299956639812,gojek,web_petisi
2,347,0.3010299956639812,gojek,web_petisi
2,10,0.3010299956639812,gojek,web_petisi
2,75,0.3010299956639812,gojek,web_petisi
2,55,0.3010299956639812,gojek,web_petisi
1,2,0.3010299956639812,gojek,web_petisi
2,238,0.3010299956639812,gojek,web_petisi
2,257,0.3010299956639812,gojek,web_petisi
2,131,0.3010299956639812,gojek,web_petisi
2,348,0.3010299956639812,gojek,web_petisi
0,27,0.3010299956639812,gojek,web_petisi
43,183,0.3010299956639812,gojek,web_petisi
165,184,0.3010299956639812,gojek,web_petisi
51,53,0.3010299956639812,gojek,web_petisi
185,349,0.3010299956639812,gojek,web_petisi
2,185,0.3010299956639812,gojek,web_petisi
44,186,0.3010299956639812,gojek,web_petisi
187,350,0.3010299956639812,gojek,web_petisi
188,199,0.3010299956639812,gojek,web_petisi
49,190,0.3010299956639812,gojek,web_petisi
21,52,0.3010299956639812,gojek,web_petisi
11,52,0.3010299956639812,gojek,web_petisi
18,52,0.3010299956639812,gojek,web_petisi
3,191,0.3010299956639812,gojek,web_petisi
159,192,0.3010299956639812,gojek,web_petisi
144,192,0.3010299956639812,gojek,web_petisi
193,274,0.3010299956639812,gojek,web_petisi
3,194,0.3010299956639812,gojek,web_petisi
30,32,0.3010299956639812,gojek,web_petisi
28,43,0.3010299956639812,gojek,web_petisi
1,28,0.3010299956639812,gojek,web_petisi
3,59,0.3010299956639812,gojek,web_petisi
107,317,0.3010299956639812,gojek,web_petisi
82,195,0.3010299956639812,gojek,web_petisi
72,351,0.3010299956639812,gojek,web_petisi
72,352,0.3010299956639812,gojek,web_petisi
43,45,0.3010299956639812,gojek,web_petisi
45,52,0.3010299956639812,gojek,web_petisi
53,353,0.3010299956639812,gojek,web_petisi
196,219,0.3010299956639812,gojek,web_petisi
20,197,0.3010299956639812,gojek,web_petisi
30,197,0.3010299956639812,gojek,web_petisi
39,197,0.3010299956639812,gojek,web_petisi
197,242,0.3010299956639812,gojek,web_petisi
197,354,0.3010299956639812,gojek,web_petisi
73,355,0.3010299956639812,gojek,web_petisi
43,198,0.3010299956639812,gojek,web_petisi
51,198,0.3010299956639812,gojek,web_petisi
21,159,0.3010299956639812,gojek,web_petisi
21,356,0.3010299956639812,gojek,web_petisi
12,21,0.3010299956639812,gojek,web_petisi
190,199,0.3010299956639812,gojek,web_petisi
0,200,0.3010299956639812,gojek,web_petisi
201,255,0.3010299956639812,gojek,web_petisi
1,33,0.3010299956639812,gojek,web_petisi
33,253,0.3010299956639812,gojek,web_petisi
13,202,0.3010299956639812,gojek,web_petisi
81,203,0.3010299956639812,gojek,web_petisi
204,357,0.3010299956639812,gojek,web_petisi
204,358,0.3010299956639812,gojek,web_petisi
110,216,0.3010299956639812,gojek,web_petisi
54,110,0.3010299956639812,gojek,web_petisi
110,229,0.3010299956639812,gojek,web_petisi
0,110,0.3010299956639812,gojek,web_petisi
2,205,0.3010299956639812,gojek,web_petisi
0,111,0.3010299956639812,gojek,web_petisi
74,172,0.3010299956639812,gojek,web_petisi
6,30,0.3010299956639812,gojek,web_petisi
3,30,0.3010299956639812,gojek,web_petisi
30,99,0.3010299956639812,gojek,web_petisi
30,339,0.3010299956639812,gojek,web_petisi
14,30,0.3010299956639812,gojek,web_petisi
30,37,0.3010299956639812,gojek,web_petisi
30,73,0.3010299956639812,gojek,web_petisi
30,119,0.3010299956639812,gojek,web_petisi
30,34,0.3010299956639812,gojek,web_petisi
30,134,0.3010299956639812,gojek,web_petisi
30,141,0.3010299956639812,gojek,web_petisi
30,142,0.3010299956639812,gojek,web_petisi
31,359,0.3010299956639812,gojek,web_petisi
73,206,0.3010299956639812,gojek,web_petisi
207,360,0.3010299956639812,gojek,web_petisi
34,208,0.3010299956639812,gojek,web_petisi
86,209,0.3010299956639812,gojek,web_petisi
60,361,0.3010299956639812,gojek,web_petisi
33,46,0.3010299956639812,gojek,web_petisi
113,362,0.3010299956639812,gojek,web_petisi
4,6,0.3010299956639812,gojek,web_petisi
4,104,0.3010299956639812,gojek,web_petisi
4,80,0.3010299956639812,gojek,web_petisi
4,12,0.3010299956639812,gojek,web_petisi
1,4,0.3010299956639812,gojek,web_petisi
4,89,0.3010299956639812,gojek,web_petisi
4,363,0.3010299956639812,gojek,web_petisi
4,146,0.3010299956639812,gojek,web_petisi
114,364,0.3010299956639812,gojek,web_petisi
76,148,0.3010299956639812,gojek,web_petisi
33,76,0.3010299956639812,gojek,web_petisi
6,77,0.3010299956639812,gojek,web_petisi
30,77,0.3010299956639812,gojek,web_petisi
77,365,0.3010299956639812,gojek,web_petisi
77,121,0.3010299956639812,gojek,web_petisi
0,77,0.3010299956639812,gojek,web_petisi
42,77,0.3010299956639812,gojek,web_petisi
89,210,0.3010299956639812,gojek,web_petisi
118,211,0.3010299956639812,gojek,web_petisi
10,115,0.3010299956639812,gojek,web_petisi
115,240,0.3010299956639812,gojek,web_petisi
95,212,0.3010299956639812,gojek,web_petisi
16,26,0.3010299956639812,gojek,web_petisi
12,16,0.3010299956639812,gojek,web_petisi
16,121,0.3010299956639812,gojek,web_petisi
16,29,0.3010299956639812,gojek,web_petisi
51,213,0.3010299956639812,gojek,web_petisi
61,205,0.3010299956639812,gojek,web_petisi
0,61,0.3010299956639812,gojek,web_petisi
10,214,0.3010299956639812,gojek,web_petisi
215,247,0.3010299956639812,gojek,web_petisi
216,246,0.3010299956639812,gojek,web_petisi
117,226,0.3010299956639812,gojek,web_petisi
15,217,0.3010299956639812,gojek,web_petisi
218,305,0.3010299956639812,gojek,web_petisi
78,366,0.3010299956639812,gojek,web_petisi
219,367,0.3010299956639812,gojek,web_petisi
220,368,0.3010299956639812,gojek,web_petisi
3,221,0.3010299956639812,gojek,web_petisi
30,222,0.3010299956639812,gojek,web_petisi
223,250,0.3010299956639812,gojek,web_petisi
20,62,0.3010299956639812,gojek,web_petisi
62,125,0.3010299956639812,gojek,web_petisi
30,224,0.3010299956639812,gojek,web_petisi
11,225,0.3010299956639812,gojek,web_petisi
24,97,0.3010299956639812,gojek,web_petisi
226,369,0.3010299956639812,gojek,web_petisi
1,227,0.3010299956639812,gojek,web_petisi
47,227,0.3010299956639812,gojek,web_petisi
228,370,0.3010299956639812,gojek,web_petisi
119,371,0.3010299956639812,gojek,web_petisi
119,372,0.3010299956639812,gojek,web_petisi
51,119,0.3010299956639812,gojek,web_petisi
119,268,0.3010299956639812,gojek,web_petisi
55,238,0.3010299956639812,gojek,web_petisi
55,91,0.3010299956639812,gojek,web_petisi
20,230,0.3010299956639812,gojek,web_petisi
81,373,0.3010299956639812,gojek,web_petisi
43,231,0.3010299956639812,gojek,web_petisi
12,51,0.3010299956639812,gojek,web_petisi
1,12,0.3010299956639812,gojek,web_petisi
12,248,0.3010299956639812,gojek,web_petisi
17,232,0.3010299956639812,gojek,web_petisi
1,374,0.3010299956639812,gojek,web_petisi
1,375,0.3010299956639812,gojek,web_petisi
1,376,0.3010299956639812,gojek,web_petisi
13,233,0.3010299956639812,gojek,web_petisi
183,233,0.3010299956639812,gojek,web_petisi
233,377,0.3010299956639812,gojek,web_petisi
234,378,0.3010299956639812,gojek,web_petisi
62,234,0.3010299956639812,gojek,web_petisi
5,379,0.3010299956639812,gojek,web_petisi
5,48,0.3010299956639812,gojek,web_petisi
5,27,0.3010299956639812,gojek,web_petisi
5,38,0.3010299956639812,gojek,web_petisi
5,380,0.3010299956639812,gojek,web_petisi
5,15,0.3010299956639812,gojek,web_petisi
5,72,0.3010299956639812,gojek,web_petisi
5,53,0.3010299956639812,gojek,web_petisi
5,381,0.3010299956639812,gojek,web_petisi
5,76,0.3010299956639812,gojek,web_petisi
5,382,0.3010299956639812,gojek,web_petisi
5,121,0.3010299956639812,gojek,web_petisi
5,125,0.3010299956639812,gojek,web_petisi
5,85,0.3010299956639812,gojek,web_petisi
5,131,0.3010299956639812,gojek,web_petisi
5,383,0.3010299956639812,gojek,web_petisi
5,140,0.3010299956639812,gojek,web_petisi
5,142,0.3010299956639812,gojek,web_petisi
5,41,0.3010299956639812,gojek,web_petisi
5,384,0.3010299956639812,gojek,web_petisi
121,385,0.3010299956639812,gojek,web_petisi
39,121,0.3010299956639812,gojek,web_petisi
121,236,0.3010299956639812,gojek,web_petisi
1,39,0.3010299956639812,gojek,web_petisi
39,280,0.3010299956639812,gojek,web_petisi
15,235,0.3010299956639812,gojek,web_petisi
236,323,0.3010299956639812,gojek,web_petisi
237,342,0.3010299956639812,gojek,web_petisi
238,386,0.3010299956639812,gojek,web_petisi
238,387,0.3010299956639812,gojek,web_petisi
238,388,0.3010299956639812,gojek,web_petisi
238,257,0.3010299956639812,gojek,web_petisi
123,389,0.3010299956639812,gojek,web_petisi
61,123,0.3010299956639812,gojek,web_petisi
123,309,0.3010299956639812,gojek,web_petisi
123,390,0.3010299956639812,gojek,web_petisi
196,239,0.3010299956639812,gojek,web_petisi
21,240,0.3010299956639812,gojek,web_petisi
2,241,0.3010299956639812,gojek,web_petisi
20,242,0.3010299956639812,gojek,web_petisi
2,243,0.3010299956639812,gojek,web_petisi
34,244,0.3010299956639812,gojek,web_petisi
6,245,0.3010299956639812,gojek,web_petisi
21,128,0.3010299956639812,gojek,web_petisi
192,246,0.3010299956639812,gojek,web_petisi
15,246,0.3010299956639812,gojek,web_petisi
2,247,0.3010299956639812,gojek,web_petisi
46,247,0.3010299956639812,gojek,web_petisi
1,247,0.3010299956639812,gojek,web_petisi
123,247,0.3010299956639812,gojek,web_petisi
3,248,0.3010299956639812,gojek,web_petisi
5,249,0.3010299956639812,gojek,web_petisi
250,391,0.3010299956639812,gojek,web_petisi
6,251,0.3010299956639812,gojek,web_petisi
252,392,0.3010299956639812,gojek,web_petisi
12,253,0.3010299956639812,gojek,web_petisi
254,393,0.3010299956639812,gojek,web_petisi
110,255,0.3010299956639812,gojek,web_petisi
46,255,0.3010299956639812,gojek,web_petisi
77,256,0.3010299956639812,gojek,web_petisi
257,394,0.3010299956639812,gojek,web_petisi
258,395,0.3010299956639812,gojek,web_petisi
1,258,0.3010299956639812,gojek,web_petisi
55,259,0.3010299956639812,gojek,web_petisi
89,150,0.3010299956639812,gojek,web_petisi
121,260,0.3010299956639812,gojek,web_petisi
261,396,0.3010299956639812,gojek,web_petisi
22,131,0.3010299956639812,gojek,web_petisi
69,131,0.3010299956639812,gojek,web_petisi
34,131,0.3010299956639812,gojek,web_petisi
262,397,0.3010299956639812,gojek,web_petisi
10,263,0.3010299956639812,gojek,web_petisi
